Region,Region_pcode,Province,Province_pcode,City,Mun_Pcode,July2020,July2021,July2022,July2023,July2024,July2025
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,shariff saydona mustapha,PH153837000,22324,22824,23324,23821,24319,24814
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,indanan,PH156601000,93890,96637,99421,102242,105106,107999
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,jolo (capital),PH156602000,128476,128893,129253,129556,129802,129990
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,kalingalan caluang,PH156603000,35178,35908,36637,37365,38094,38820
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,luuk,PH156604000,32978,33100,33207,33299,33376,33439
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,maimbung,PH156605000,47516,49683,51922,54235,56627,59086
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,hadji panglima tahil (marunggas),PH156606000,6616,6657,6695,6730,6762,6792
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,old panamao,PH156607000,42223,42416,42591,42747,42885,43004
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,pangutaran,PH156608000,31386,31501,31601,31688,31762,31821
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,parang,PH156609000,63622,63830,64010,64162,64285,64380
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,pata,PH156610000,30747,32839,35050,37378,39831,42394
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,patikul,PH156611000,86198,92017,98160,104628,111438,118555
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,siasi,PH156612000,69275,69500,69694,69858,69990,70091
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,talipao,PH156613000,82127,82396,82628,82824,82983,83105
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,tapul,PH156614000,19240,19432,19616,19793,19964,20128
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,tongkil,PH156615000,30797,32315,33889,35521,37215,38961
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,panglima estino (new panamao),PH156616000,29339,29404,29457,29496,29522,29534
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,lugus,PH156617000,22999,23196,23385,23564,23736,23898
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,pandami,PH156618000,28294,28768,29238,29702,30162,30617
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,omar,PH156619000,32689,34449,36284,38193,40182,42241
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,panglima sugala (balimbing),PH157001000,47213,47729,48214,48667,49091,49481
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,bongao (capital),PH157002000,117793,121323,124868,128423,132002,135581
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,mapun (cagayan de tawi-tawi),PH157003000,27513,27632,27730,27807,27863,27898
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,simunul,PH157004000,30761,30592,30401,30185,29946,29683
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,sitangkai,PH157005000,34412,34547,34656,34738,34794,34823
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,south ubian,PH157006000,24831,24553,24259,23947,23619,23274
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,tandubas,PH157007000,30341,30459,30556,30628,30677,30703
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,turtle islands,PH157008000,5486,5640,5794,5947,6101,6254
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,languyan,PH157009000,32058,31697,31316,30912,30486,30040
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,sapa-sapa,PH157010000,31917,32042,32143,32219,32271,32298
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,sibutu,PH157011000,31365,31488,31586,31660,31710,31735
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,buenavista,PH160201000,66548,67436,68285,69095,69868,70600
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,butuan city (capital),PH160202000,361197,365431,369442,373227,376797,380130
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,city of cabadbaran,PH160203000,77226,77792,78304,78760,79163,79510
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,carmen,PH160204000,21661,21781,21885,21973,22045,22101
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,jabonga,PH160205000,23863,23948,24015,24063,24094,24107
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,kitcharao,PH160206000,19745,19925,20093,20247,20388,20515
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,las nieves,PH160207000,29654,29842,30009,30154,30278,30380
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,magallanes,PH160208000,21632,21711,21773,21819,21849,21862
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,nasipit,PH160209000,43486,43701,43884,44035,44154,44240
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,santiago,PH160210000,27414,28049,28678,29300,29918,30528
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,tubay,PH160211000,29747,30758,31781,32814,33862,34918
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,remedios t. romualdez,PH160212000,16602,16676,16737,16786,16823,16847
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,city of bayugan,PH160301000,105424,105699,105913,106066,106158,106189
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,bunawan,PH160302000,52270,53751,55244,56747,58266,59791
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,esperanza,PH160303000,56081,56247,56381,56483,56553,56590
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,la paz,PH160304000,28867,28951,29018,29069,29103,29120
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,loreto,PH160305000,44293,44587,44859,45106,45330,45530
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,prosperidad (capital),PH160306000,86238,86838,87391,87899,88362,88777
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,rosario,PH160307000,54670,56351,58052,59771,61515,63273
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,san francisco,PH160308000,76283,76509,76692,76831,76925,76976
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,san luis,PH160309000,32765,32843,32903,32943,32964,32967
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,santa josefa,PH160310000,27513,27627,27725,27808,27875,27927
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,talacogon,PH160311000,39258,39372,39464,39533,39579,39603
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,trento,PH160312000,54484,55000,55489,55951,56387,56796
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,veruela,PH160313000,45692,46025,46335,46620,46882,47119
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,sibagat,PH160314000,31144,31234,31307,31361,31398,31417
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,alegria,PH166701000,17375,17657,17940,18224,18511,18798
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,bacuag,PH166702000,15657,15897,16139,16382,16626,16870
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,burgos,PH166704000,4112,4126,4140,4152,4164,4175
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,claver,PH166706000,44013,46739,49614,52637,55819,59140
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,dapa,PH166707000,24392,24504,24612,24716,24816,24913
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,del carmen,PH166708000,19484,19703,19921,20139,20355,20570
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,general luna,PH166710000,18444,18794,19147,19503,19864,20227
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,gigaquit,PH166711000,22824,23232,23643,24057,24476,24896
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,mainit,PH166714000,27622,27790,27954,28114,28271,28423
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,malimono,PH166715000,18190,18208,18223,18235,18243,18249
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,pilar,PH166716000,9952,9988,10022,10055,10086,10115
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,placer,PH166717000,29405,29883,30362,30845,31331,31818
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,san benito,PH166718000,5509,5528,5545,5562,5578,5593
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,san francisco (anao-aon),PH166719000,15658,15884,16110,16338,16566,16794
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,san isidro,PH166720000,7605,7660,7713,7765,7817,7867
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,santa monica (sapao),PH166721000,9032,9073,9113,9152,9189,9225
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,sison,PH166722000,14943,15327,15718,16116,16523,16935
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,socorro,PH166723000,24168,24551,24934,25320,25709,26097
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,surigao city (capital),PH166724000,166627,169197,171775,174364,176969,179576
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,tagana-an,PH166725000,17340,17522,17703,17883,18062,18239
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,tubod,PH166727000,15796,16132,16472,16816,17165,17518
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,barobo,PH166801000,54910,55911,56896,57864,58816,59749
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,bayabas,PH166802000,8378,8406,8428,8445,8457,8463
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,city of bislig,PH166803000,93924,93800,93676,93553,93429,93307
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,cagwait,PH166804000,21461,21643,21813,21971,22117,22249
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,cantilan,PH166805000,32304,32407,32490,32553,32594,32615
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,carmen,PH166806000,10614,10648,10676,10696,10710,10717
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,carrascal,PH166807000,28715,29936,31143,32335,33515,34677
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,cortes,PH166808000,16323,16375,16418,16449,16470,16481
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,hinatuan,PH166809000,40871,41003,41108,41187,41240,41267
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,lanuza,PH166810000,12329,12372,12407,12435,12454,12466
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,lianga,PH166811000,30261,30360,30439,30499,30540,30561
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,lingig,PH166812000,31500,31503,31507,31510,31513,31516
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,madrid,PH166813000,15616,15666,15707,15737,15757,15767
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,marihatag,PH166814000,19059,19132,19194,19244,19282,19307
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,san agustin,PH166815000,24487,24799,25100,25388,25665,25930
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,san miguel,PH166816000,41619,42013,42384,42732,43058,43359
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,tagbina,PH166817000,42195,42825,43437,44032,44610,45169
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,tago,PH166818000,36469,36633,36773,36891,36986,37057
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,city of tandag (capital),PH166819000,59496,60032,60535,61005,61441,61843
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,basilisa (rizal),PH168501000,38540,38812,39062,39292,39500,39687
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,cagdianao,PH168502000,17945,18139,18321,18490,18648,18794
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,dinagat,PH168503000,10645,10649,10653,10658,10662,10668
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,libjo (albor),PH168504000,17902,17932,17963,17996,18028,18063
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,loreto,PH168505000,9437,9464,9492,9520,9548,9578
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,san jose (capital),PH168506000,27521,27530,27541,27553,27566,27581
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,tubajon,PH168507000,8681,8748,8810,8868,8920,8967
Region IV-B (MIMAROPA),PH170000000,Marinduque,PH174000000,boac (capital),PH174001000,56519,56898,57282,57672,58067,58468
Region IV-B (MIMAROPA),PH170000000,Marinduque,PH174000000,buenavista,PH174002000,24844,25025,25209,25395,25584,25776
Region IV-B (MIMAROPA),PH170000000,Marinduque,PH174000000,gasan,PH174003000,36225,36521,36821,37125,37435,37748
Region IV-B (MIMAROPA),PH170000000,Marinduque,PH174000000,mogpog,PH174004000,34678,34813,34951,35091,35233,35378
Region IV-B (MIMAROPA),PH170000000,Marinduque,PH174000000,santa cruz,PH174005000,57115,57268,57425,57584,57746,57912
Region IV-B (MIMAROPA),PH170000000,Marinduque,PH174000000,torrijos,PH174006000,31655,31895,32138,32384,32634,32888
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,abra de ilog,PH175101000,32596,32801,32986,33151,33297,33423
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,calintaan,PH175102000,30740,30870,30980,31071,31143,31196
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,looc,PH175103000,10402,10441,10474,10499,10519,10531
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,lubang,PH175104000,18872,18886,18901,18915,18929,18943
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,magsaysay,PH175105000,39313,39938,40549,41145,41727,42293
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,mamburao (capital),PH175106000,45686,46167,46623,47055,47464,47847
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,paluan,PH175107000,16415,16464,16502,16530,16548,16555
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,rizal,PH175108000,41204,41745,42268,42771,43257,43721
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,sablayan,PH175109000,88179,89058,89889,90673,91410,92098
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,san jose,PH175110000,152224,153773,155241,156626,157933,159155
Region IV-B (MIMAROPA),PH170000000,Occidental Mindoro,PH175100000,santa cruz,PH175111000,39503,39848,40171,40471,40750,41006
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,baco,PH175201000,39215,39544,39846,40122,40373,40597
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,bansud,PH175202000,43488,43912,44308,44676,45017,45330
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,bongabong,PH175203000,77367,78307,79202,80051,80858,81616
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,bulalacao (san pedro),PH175204000,44730,45858,46982,48102,49220,50330
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,city of calapan (capital),PH175205000,143181,144809,146351,147806,149178,150459
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,gloria,PH175206000,47973,48472,48942,49381,49791,50170
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,mansalay,PH175207000,57121,57530,57899,58230,58522,58774
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,naujan,PH175208000,111260,112755,114188,115559,116873,118121
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,pinamalayan,PH175209000,90300,90954,91546,92077,92547,92953
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,pola,PH175210000,36263,36505,36722,36914,37081,37223
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,puerto galera,PH175211000,40752,41552,42338,43109,43868,44611
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,roxas,PH175212000,56341,56870,57363,57818,58239,58622
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,san teodoro,PH175213000,20045,20462,20873,21278,21678,22070
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,socorro,PH175214000,40791,41049,41280,41481,41655,41800
Region IV-B (MIMAROPA),PH170000000,Oriental Mindoro,PH175200000,victoria,PH175215000,52443,52728,52976,53187,53362,53498
Region IV-B (MIMAROPA),PH170000000,Palawan,PH175300000,aborlan,PH175301000,37696,38109,38483,38818,39116,39373
Region IV-B (MIMAROPA),PH170000000,Palawan,PH175300000,agutaya,PH175302000,13179,13264,13335,13390,13431,13457
Region IV-B (MIMAROPA),PH170000000,Palawan,PH175300000,araceli,PH175303000,15925,16081,16220,16343,16449,16539
Region IV-B (MIMAROPA),PH170000000,Palawan,PH175300000,balabac,PH175304000,45390,46362,47303,48214,49096,49945
Region IV-B (MIMAROPA),PH170000000,Palawan,PH175300000,bataraza,PH175305000,89823,92703,95572,98432,101289,104127
