Region,Region_pcode,Province,Province_pcode,City,Mun_Pcode,July2020,July2021,July2022,July2023,July2024,July2025
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,jimalalud,PH074612000,32107,32306,32492,32666,32828,32977
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,la libertad,PH074613000,39211,39286,39344,39384,39409,39416
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,mabinay,PH074614000,81651,82123,82562,82968,83343,83685
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,manjuyod,PH074615000,43114,43219,43306,43374,43424,43456
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,pamplona,PH074616000,39405,39731,40043,40340,40624,40894
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,san jose,PH074617000,21243,21387,21524,21652,21773,21885
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,santa catalina,PH074618000,77402,77640,77846,78019,78160,78268
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,siaton,PH074619000,80240,80662,81052,81409,81735,82028
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,sibulan,PH074620000,66477,67911,69348,70786,72231,73674
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,city of tanjay,PH074621000,81781,81933,82049,82129,82175,82186
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,tayasan,PH074622000,36226,36334,36428,36505,36568,36616
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,valencia (luzurriaga),PH074623000,37486,37995,38494,38984,39466,39938
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,vallehermoso,PH074624000,39203,39347,39475,39586,39681,39759
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,zamboanguita,PH074625000,29510,29885,30252,30611,30963,31306
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,enrique villanueva,PH076101000,6232,6248,6261,6271,6278,6281
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,larena,PH076102000,14669,14817,14958,15094,15225,15348
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,lazi,PH076103000,20976,21041,21096,21139,21174,21196
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,maria,PH076104000,14167,14213,14252,14284,14310,14327
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,san juan,PH076105000,16113,16353,16589,16820,17048,17270
Region VII (Central Visayas),PH070000000,Siquijor,PH076100000,siquijor (capital),PH076106000,28300,28554,28795,29024,29242,29446
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,arteche,PH082601000,16774,16930,17087,17246,17406,17568
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,balangiga,PH082602000,15360,15633,15910,16193,16480,16772
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,balangkayan,PH082603000,11182,11411,11644,11881,12123,12370
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,city of borongan (capital),PH082604000,73701,74630,75570,76521,77486,78459
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,can-avid,PH082605000,22099,22326,22555,22787,23021,23256
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,dolores,PH082606000,47794,48865,49958,51075,52218,53380
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,general macarthur,PH082607000,17035,17592,18167,18758,19369,19996
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,giporlos,PH082608000,14526,14787,15053,15323,15598,15877
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,guiuan,PH082609000,58883,60160,61464,62794,64155,65539
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,hernani,PH082610000,9017,9109,9203,9298,9394,9490
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,jipapad,PH082611000,8320,8411,8503,8596,8690,8785
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,lawaan,PH082612000,13814,14043,14275,14511,14752,14995
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,llorente,PH082613000,21052,21240,21430,21622,21815,22009
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,maslog,PH082614000,6030,6165,6304,6445,6589,6736
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,maydolong,PH082615000,15787,16008,16232,16459,16690,16923
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,mercedes,PH082616000,6767,6919,7073,7231,7393,7558
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,oras,PH082617000,38053,38369,38686,39006,39329,39653
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,quinapondan,PH082618000,15618,15794,15973,16152,16335,16518
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,salcedo,PH082619000,25073,25624,26187,26762,27350,27947
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,san julian,PH082620000,15143,15278,15414,15551,15689,15828
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,san policarpo,PH082621000,15436,15592,15751,15910,16072,16234
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,sulat,PH082622000,15464,15482,15499,15517,15534,15552
Region VIII (Eastern Visayas),PH080000000,Eastern Samar,PH082600000,taft,PH082623000,20567,20921,21280,21645,22017,22393
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,abuyog,PH083701000,61163,61490,61816,62142,62468,62794
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,alangalang,PH083702000,64203,66200,68256,70369,72547,74777
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,albuera,PH083703000,51834,53029,54250,55497,56772,58068
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,babatngon,PH083705000,29678,30074,30475,30880,31291,31705
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,barugo,PH083706000,34999,35475,35956,36442,36935,37432
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,bato,PH083707000,40607,41078,41554,42035,42520,43009
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,city of baybay,PH083708000,114541,115604,116673,117748,118832,119919
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,burauen,PH083710000,55937,56610,57289,57975,58668,59366
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,calubian,PH083713000,32405,32648,32892,33137,33384,33630
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,capoocan,PH083714000,37125,37881,38650,39434,40234,41046
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,carigara,PH083715000,54599,55283,55974,56672,57379,58090
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,dagami,PH083717000,38470,39182,39906,40641,41391,42150
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,dulag,PH083718000,52493,53616,54761,55927,57119,58329
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,hilongos,PH083719000,69460,70753,72067,73402,74762,76140
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,hindang,PH083720000,21377,21469,21561,21653,21745,21836
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,inopacan,PH083721000,20910,20983,21056,21128,21200,21272
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,isabel,PH083722000,49629,50197,50771,51349,51934,52522
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,jaro,PH083723000,46306,46963,47628,48300,48982,49670
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,javier (bugho),PH083724000,26535,26775,27017,27260,27505,27751
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,julita,PH083725000,16816,17184,17560,17943,18335,18733
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,kananga,PH083726000,65132,67026,68971,70968,73022,75121
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,la paz,PH083728000,20584,20704,20824,20945,21066,21186
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,leyte,PH083729000,43265,43817,44375,44939,45510,46085
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,macarthur,PH083730000,23541,24045,24559,25082,25617,26160
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,mahaplag,PH083731000,28658,28830,29002,29174,29347,29519
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,matag-ob,PH083733000,19418,19636,19857,20079,20304,20530
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,matalom,PH083734000,34698,35026,35356,35688,36023,36359
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,mayorga,PH083735000,19598,20135,20685,21249,21828,22419
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,merida,PH083736000,32160,32647,33140,33640,34147,34659
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,ormoc city,PH083738000,237041,241779,246602,251511,256518,261598
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,palo,PH083739000,76717,78145,79598,81074,82577,84101
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,palompon,PH083740000,61289,61954,62624,63300,63983,64669
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,pastrana,PH083741000,19127,19364,19602,19843,20087,20333
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,san isidro,PH083742000,34399,34988,35585,36191,36808,37432
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,san miguel,PH083743000,21073,21425,21782,22145,22513,22886
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,santa fe,PH083744000,23434,24095,24774,25470,26185,26916
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,tabango,PH083745000,36005,36383,36764,37147,37535,37924
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,tabontabon,PH083746000,12497,12777,13063,13355,13654,13957
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,tacloban city (capital),PH083747000,260180,264011,267889,271815,275798,279819
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,tanauan,PH083748000,59297,60204,61123,62053,62998,63952
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,tolosa,PH083749000,24009,24677,25363,26066,26788,27525
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,tunga,PH083750000,8633,8864,9100,9342,9591,9844
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,villaba,PH083751000,44427,44959,45497,46039,46587,47139
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,allen,PH084801000,26809,27038,27253,27453,27640,27812
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,biri,PH084802000,12365,12467,12561,12650,12731,12806
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,bobon,PH084803000,26139,26620,27094,27561,28022,28475
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,capul,PH084804000,13014,13059,13096,13125,13146,13159
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,catarman (capital),PH084805000,102053,103564,105034,106465,107860,109210
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,catubig,PH084806000,33999,34137,34255,34352,34429,34485
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,gamay,PH084807000,24218,24319,24405,24477,24535,24578
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,laoang,PH084808000,63702,64068,64398,64691,64947,65165
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,lapinig,PH084809000,14132,14341,14545,14744,14937,15125
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,las navas,PH084810000,39067,39225,39360,39472,39560,39625
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,lavezares,PH084811000,29612,29731,29832,29915,29981,30028
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,mapanas,PH084812000,15483,15767,16047,16322,16594,16860
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,mondragon,PH084813000,41601,42130,42640,43131,43606,44060
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,palapag,PH084814000,35218,35345,35450,35534,35597,35639
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,pambujan,PH084815000,34547,34791,35016,35221,35407,35573
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,rosario,PH084816000,10806,10845,10877,10903,10922,10935
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,san antonio,PH084817000,9304,9338,9366,9388,9404,9415
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,san isidro,PH084818000,27932,28147,28347,28530,28699,28852
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,san jose,PH084819000,18795,19020,19236,19443,19642,19831
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,san roque,PH084820000,34677,35505,36331,37156,37981,38803
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,san vicente,PH084821000,8139,8183,8221,8255,8284,8309
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,silvino lobos,PH084822000,16057,16186,16305,16415,16517,16610
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,victoria,PH084823000,15481,15590,15690,15782,15865,15939
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,lope de vega,PH084824000,15616,15782,15940,16090,16233,16368
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,almagro,PH086001000,9135,9159,9178,9192,9200,9204
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,basey,PH086002000,59801,60611,61399,62163,62906,63625
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,calbayog city,PH086003000,192056,193431,194705,195880,196957,197933
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,calbiga,PH086004000,24180,24388,24584,24768,24940,25101
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,city of catbalogan (capital),PH086005000,112073,113613,115111,116566,117982,119353
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,daram,PH086006000,43919,44058,44172,44261,44326,44366
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,gandara,PH086007000,36410,36761,37094,37410,37710,37991
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,hinabangan,PH086008000,14493,14640,14780,14913,15040,15159
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,jiabong,PH086009000,19331,19504,19668,19822,19967,20103
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,marabut,PH086010000,18624,18947,19265,19578,19887,20190
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,matuguinao,PH086011000,7722,7800,7874,7944,8011,8074
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,motiong,PH086012000,15497,15540,15575,15601,15619,15627
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,pinabacdao,PH086013000,20105,20468,20825,21178,21526,21869
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,san jose de buan,PH086014000,8967,9216,9467,9719,9973,10229
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,san sebastian,PH086015000,8277,8308,8335,8357,8374,8387
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,santa margarita,PH086016000,27432,27609,27772,27921,28055,28175
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,santa rita,PH086017000,44519,45059,45580,46082,46567,47032
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,santo niño,PH086018000,13145,13181,13209,13230,13243,13249
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,talalora,PH086019000,8238,8261,8280,8294,8303,8307
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,tarangnan,PH086020000,25539,25608,25662,25702,25727,25738
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,villareal,PH086021000,29815,30095,30360,30612,30849,31072
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,paranas (wright),PH086022000,31298,31397,31478,31542,31588,31616
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,zumarraga,PH086023000,16652,16696,16732,16758,16774,16781
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,tagapul-an,PH086024000,8994,9087,9177,9262,9344,9421
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,san jorge,PH086025000,17754,17842,17919,17987,18046,18094
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,pagsanghan,PH086026000,8119,8141,8158,8171,8179,8182
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,anahawan,PH086401000,8472,8527,8582,8638,8695,8752
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,bontoc,PH086402000,29705,29872,30041,30212,30385,30559
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,hinunangan,PH086403000,31520,31846,32176,32510,32849,33191
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,hinundayan,PH086404000,12669,12749,12830,12912,12995,13079
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,libagon,PH086405000,15978,16149,16323,16498,16676,16856
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,liloan,PH086406000,25128,25370,25615,25862,26114,26367
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,city of maasin (capital),PH086407000,89816,90714,91622,92542,93476,94417
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,macrohon,PH086408000,27078,27252,27429,27607,27788,27969
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,malitbog,PH086409000,23817,24004,24194,24386,24580,24776
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,padre burgos,PH086410000,11650,11768,11888,12009,12131,12255
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,pintuyan,PH086411000,10388,10507,10627,10749,10873,10999
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,saint bernard,PH086412000,31794,32537,33298,34077,34876,35689
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,san francisco,PH086413000,14278,14464,14652,14844,15039,15236
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,san juan (cabalian),PH086414000,15635,15799,15965,16133,16304,16477
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,san ricardo,PH086415000,10901,10986,11072,11160,11248,11337
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,silago,PH086416000,13228,13323,13419,13516,13615,13714
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,sogod,PH086417000,48620,49398,50190,50995,51816,52648
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,tomas oppus,PH086418000,17397,17564,17732,17902,18075,18249
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,limasawa,PH086419000,6281,6328,6374,6422,6470,6518
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,almeria,PH087801000,17274,17314,17346,17368,17381,17386
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,biliran,PH087802000,17207,17248,17280,17302,17316,17321
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,cabucgayan,PH087803000,21498,21612,21715,21808,21890,21962
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,caibiran,PH087804000,23076,23155,23222,23276,23320,23352
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,culaba,PH087805000,12555,12583,12605,12620,12628,12631
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,kawayan,PH087806000,20670,20716,20752,20776,20791,20795
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,maripipi,PH087807000,7464,7515,7564,7608,7650,7688
Region VIII (Eastern Visayas),PH080000000,Biliran,PH087800000,naval (capital),PH087808000,59618,60575,61518,62444,63357,64255
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,dapitan city,PH097201000,85194,85666,86106,86513,86889,87232
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,dipolog city (capital),PH097202000,137686,138968,140206,141400,142551,143656
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,katipunan,PH097203000,46588,46741,46874,46990,47086,47164
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,la libertad,PH097204000,8822,8899,8972,9042,9110,9174
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,labason,PH097205000,42151,42264,42360,42439,42501,42546
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,liloy,PH097206000,40507,40601,40679,40741,40786,40815
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,manukan,PH097207000,37228,37327,37412,37482,37536,37576
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,mutia,PH097208000,13035,13093,13147,13196,13239,13277
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,piñan (new piñan),PH097209000,20513,20561,20600,20631,20654,20669
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,polanco,PH097210000,40163,40282,40386,40473,40545,40600
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,pres. manuel a. roxas,PH097211000,40143,40264,40368,40457,40529,40585
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,rizal,PH097212000,14266,14299,14326,14348,14364,14374
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,salug,PH097213000,32823,32911,32985,33047,33095,33130
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,sergio osmeña sr.,PH097214000,30801,30883,30953,31011,31056,31089
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,siayan,PH097215000,35514,35584,35639,35681,35707,35719
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,sibuco,PH097216000,36359,36678,36986,37281,37564,37836
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,sibutad,PH097217000,18032,18090,18141,18185,18221,18250
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,sindangan,PH097218000,102052,102469,102846,103184,103481,103738
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,siocon,PH097219000,51140,51981,52815,53642,54465,55278
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,sirawai,PH097220000,32569,33352,34140,34934,35735,36540
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,tampilisan,PH097221000,24904,24998,25081,25154,25218,25272
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,jose dalman (ponot),PH097222000,27866,27931,27985,28027,28058,28078
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,gutalac,PH097223000,36247,36535,36811,37074,37325,37563
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,baliguian,PH097224000,23384,23521,23648,23768,23878,23980
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,godod,PH097225000,17728,17770,17804,17831,17850,17863
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,bacungan (leon t. postigo),PH097226000,27098,27248,27386,27515,27633,27741
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Norte,PH097200000,kalawit,PH097227000,24479,24625,24762,24890,25008,25118
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,aurora,PH097302000,51498,51601,51687,51754,51805,51838
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,bayog,PH097303000,36210,36730,37245,37756,38262,38763
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,dimataling,PH097305000,31541,31816,32081,32339,32588,32829
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,dinas,PH097306000,36002,36070,36125,36169,36199,36218
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,dumalinao,PH097307000,32471,32534,32586,32627,32657,32675
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,dumingag,PH097308000,48162,48254,48330,48390,48434,48460
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,kumalarang,PH097311000,28889,28947,28996,29034,29063,29082
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,labangan,PH097312000,43122,43356,43576,43783,43977,44156
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,lapuyan,PH097313000,27685,27744,27795,27836,27867,27889
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,mahayag,PH097315000,47179,47269,47344,47403,47445,47472
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,margosatubig,PH097317000,38978,39169,39347,39513,39666,39807
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,midsalip,PH097318000,32487,32541,32583,32615,32635,32644
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,molave,PH097319000,53462,53711,53943,54158,54356,54536
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,pagadian city (capital),PH097322000,205115,206168,207157,208080,208941,209733
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,ramon magsaysay (liargo),PH097323000,26925,26964,26995,27016,27028,27030
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,san miguel,PH097324000,19555,19608,19654,19694,19728,19754
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,san pablo,PH097325000,26419,26457,26487,26508,26520,26522
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,tabina,PH097327000,25380,25421,25454,25478,25493,25499
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,tambulig,PH097328000,36648,36713,36766,36806,36834,36848
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,tukuran,PH097330000,40519,40623,40714,40792,40855,40905
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,zamboanga city,PH097332000,889884,894837,899512,903907,908036,911873
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,lakewood,PH097333000,20649,20686,20715,20738,20753,20762
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,josefina,PH097337000,12420,12538,12652,12764,12873,12978
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,pitogo,PH097338000,27773,27894,28006,28109,28203,28288
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Del Sur,PH097300000,sominot (don mariano marcos),PH097340000,19903,20173,20440,20703,20964,21221
